emp_no,first_name,last_name,birth_date,from_date,to_date,title
12925,Lijia,Erez,1963-04-21,1992-01-23,9999-01-01,Senior Engineer
12932,Mingsen,Sankaranarayanan,1963-11-18,1999-05-03,9999-01-01,Senior Engineer
12942,Maia,Dalphin,1964-11-09,1995-08-17,9999-01-01,Senior Engineer
12943,Kazuhide,Zucker,1963-01-21,1988-12-15,9999-01-01,Senior Staff
12954,Dinkar,Walston,1964-11-10,1986-05-08,9999-01-01,Senior Staff
12955,Eckart,England,1963-02-10,1993-10-09,9999-01-01,Staff
12990,Kristina,Benaini,1964-06-08,1985-07-12,9999-01-01,Senior Engineer
12996,Khalil,Madeira,1964-12-07,1992-08-26,9999-01-01,Senior Staff
12999,Taizo,Koyama,1963-10-13,1993-11-27,9999-01-01,Senior Staff
13003,Jinxi,Luft,1963-09-21,1991-09-06,9999-01-01,Technique Leader
13018,Toshimi,Moehrke,1964-03-14,1987-05-10,9999-01-01,Staff
13026,Gina,Itschner,1963-07-07,1995-05-23,9999-01-01,Assistant Engineer
13028,Mayumi,Siksek,1963-08-21,1985-10-28,9999-01-01,Staff
13036,Idoia,Heystek,1964-07-14,1998-04-23,9999-01-01,Staff
13039,Alain,Akazan,1963-08-27,1985-10-29,9999-01-01,Engineer
13041,Kazuhide,Zucker,1963-10-10,1996-09-17,9999-01-01,Staff
13063,Troy,Shokrollahi,1964-11-17,1994-01-02,9999-01-01,Staff
13072,Jaques,Denis,1963-08-13,1993-05-06,9999-01-01,Senior Engineer
13089,Fumiko,Viele,1964-02-20,1995-12-29,9999-01-01,Engineer
13094,Sanjay,Servieres,1964-12-19,1998-11-19,9999-01-01,Engineer
13100,Guenter,Roison,1964-04-19,1991-01-22,9999-01-01,Assistant Engineer
13109,Stevo,Makrucki,1963-07-02,1991-10-15,9999-01-01,Engineer
13114,Nikolaus,Bressoud,1964-06-28,1994-10-13,9999-01-01,Staff
13115,Jianhua,Comellas,1964-05-06,1995-08-21,9999-01-01,Staff
13116,Constantino,Sury,1963-01-29,1987-10-25,9999-01-01,Staff
13119,Pranav,Anido,1963-08-04,1994-10-24,9999-01-01,Senior Engineer
13121,Gift,Anandan,1963-04-08,1992-01-24,9999-01-01,Senior Engineer
13123,Hatem,Miake,1964-07-26,1997-12-19,9999-01-01,Engineer
13125,Snehasis,Krohn,1963-04-29,1992-02-05,9999-01-01,Technique Leader
13129,Martijn,Sigstam,1964-04-15,1997-11-17,9999-01-01,Senior Staff
13132,Jianhua,Delgrande,1963-08-29,1994-01-18,9999-01-01,Assistant Engineer
13139,Mingdong,Giaccio,1963-10-24,1999-12-30,9999-01-01,Engineer
13141,Guther,Holburn,1963-03-08,1993-07-07,9999-01-01,Engineer
13151,Sadun,Bamford,1963-06-15,1994-05-16,9999-01-01,Technique Leader
13153,Hitofumi,Marakhovsky,1963-08-19,1995-10-05,9999-01-01,Engineer
13154,Shan,Soicher,1963-06-19,1988-07-29,9999-01-01,Senior Staff
13162,Shaw,Goodrum,1964-12-26,1989-05-19,9999-01-01,Senior Staff
13163,Matt,Heping,1963-12-11,1987-03-31,9999-01-01,Senior Engineer
13176,Pranas,Thiria,1964-11-28,1990-09-07,9999-01-01,Staff
13195,Toshiki,Baak,1964-06-29,1986-03-02,9999-01-01,Senior Engineer
13212,Thodoros,Boyle,1963-08-03,1992-02-05,9999-01-01,Senior Staff
13217,Taiji,Lamparter,1963-07-08,1994-12-16,9999-01-01,Senior Staff
13218,Junichi,Attimonelli,1963-12-20,1999-03-30,9999-01-01,Senior Engineer
13219,Wojceich,Constantine,1964-11-10,1988-06-22,9999-01-01,Technique Leader
13228,Masali,Bonifati,1963-11-11,1993-05-22,9999-01-01,Senior Staff
13231,Pohua,Sessa,1964-05-05,1993-10-23,9999-01-01,Engineer
13242,Kazuhiko,Ecklund,1964-10-17,1994-12-06,9999-01-01,Engineer
13244,Khosrow,Yoshizawa,1964-10-27,1996-09-02,9999-01-01,Staff
13251,Otilia,Lakshmanan,1964-06-28,1992-05-24,9999-01-01,Assistant Engineer
13254,Chuanti,Thibadeau,1964-11-08,1998-01-20,9999-01-01,Engineer
13257,Francoise,Poehlman,1963-06-13,1986-07-12,9999-01-01,Staff
13268,Munehiro,Yurov,1964-04-29,1992-11-04,9999-01-01,Senior Staff
13274,Valery,Anguita,1964-06-11,1998-04-24,9999-01-01,Assistant Engineer
13280,Gunilla,Cappelletti,1963-05-31,1985-03-30,9999-01-01,Staff
13297,Sadok,Toyoshima,1963-07-06,1994-01-19,9999-01-01,Senior Staff
13311,Remmert,Trumbly,1963-08-18,1990-08-26,9999-01-01,Engineer
13314,Vasilis,Schlegelmilch,1964-01-23,1993-04-14,9999-01-01,Staff
13317,Iara,Magliocco,1964-04-29,1999-10-02,9999-01-01,Engineer
13319,Manton,Schwaller,1964-02-15,1998-01-13,9999-01-01,Engineer
13326,Mario,Comte,1964-02-14,1996-06-22,9999-01-01,Senior Staff
13328,Khedija,Vilarrasa,1964-10-25,1997-10-27,9999-01-01,Staff
13330,Sarita,Litvinov,1964-08-31,1993-08-19,9999-01-01,Engineer
13335,Val,Akaboshi,1964-05-05,1997-06-10,9999-01-01,Staff
13338,Tonny,Gecsel,1963-08-19,1985-08-16,9999-01-01,Senior Engineer
13348,Leaf,Wiegley,1964-04-25,1989-08-06,9999-01-01,Senior Staff
13360,Krassimir,Michaels,1964-09-30,1999-02-23,9999-01-01,Assistant Engineer
13370,Nidapan,Macedo,1964-08-22,1990-06-23,9999-01-01,Senior Staff
13382,Makato,Domenig,1964-10-31,1994-12-25,9999-01-01,Engineer
13391,Jaroslava,Orsini,1963-06-15,1993-10-16,9999-01-01,Senior Staff
13397,Nimmagadda,Wilfing,1964-05-13,1987-06-25,9999-01-01,Senior Staff
13400,Shaw,Frezza,1963-03-09,1995-05-31,9999-01-01,Engineer
13419,Bouchung,Leivant,1964-11-06,1996-05-25,9999-01-01,Staff
13428,Sanjai,Kalloufi,1963-11-17,1993-10-29,9999-01-01,Staff
13448,Tran,Fiutem,1963-06-01,1999-12-28,9999-01-01,Staff
13483,Arco,Ananiadou,1964-04-20,1990-01-09,9999-01-01,Engineer
13484,Kristina,Setlzner,1964-09-05,1993-01-01,9999-01-01,Senior Staff
13485,Isamu,Perly,1963-08-02,1999-07-22,9999-01-01,Engineer
13489,Fumino,Itschner,1963-06-03,1999-03-09,9999-01-01,Staff
13494,Domenico,Baca,1964-04-07,1985-10-07,9999-01-01,Engineer
13498,Mohammad,Delaune,1963-05-28,1999-09-26,9999-01-01,Staff
13499,Kazuhiko,Sidou,1965-01-16,1991-09-01,9999-01-01,Technique Leader
13510,Stamatina,Kakkad,1963-11-11,1992-04-28,9999-01-01,Senior Staff
13518,Girolamo,Gill,1964-08-10,1993-11-17,9999-01-01,Staff
13528,Fumitaka,Liesche,1964-02-21,2002-02-03,9999-01-01,Staff
13532,Yannik,Bednarek,1963-03-09,1995-07-15,9999-01-01,Engineer
13533,Lorien,Crouzet,1964-01-29,1993-04-21,9999-01-01,Staff
13534,Shushma,Coullard,1964-04-12,1996-12-31,9999-01-01,Engineer
13555,Lijia,Matteis,1964-08-20,1988-11-07,9999-01-01,Senior Staff
13557,Kwangsub,Eickenmeyer,1963-05-14,2000-11-06,9999-01-01,Engineer
13558,Raimond,Molberg,1964-10-13,1987-06-10,9999-01-01,Senior Staff
13563,Valter,Pashtan,1963-03-11,1987-04-17,9999-01-01,Senior Engineer
13570,Kiyomitsu,Perez,1963-06-05,1986-03-15,9999-01-01,Staff
13572,Honglan,Beutelspacher,1964-03-13,1986-09-15,9999-01-01,Senior Staff
13579,Basem,Passino,1963-10-13,1987-03-12,9999-01-01,Senior Engineer
13585,Sugwoo,Bashian,1963-11-28,1997-06-08,9999-01-01,Assistant Engineer
13590,Sashi,Showalter,1963-02-04,1986-03-14,9999-01-01,Engineer
13594,Bezalel,Spelt,1963-12-24,1999-08-06,9999-01-01,Staff
13595,Feipei,Usery,1963-02-08,1991-03-07,9999-01-01,Senior Staff
13599,Gor,Versino,1964-09-24,1992-11-12,9999-01-01,Senior Staff
13609,Aloke,Muhling,1963-01-02,1994-08-14,9999-01-01,Senior Engineer
13644,Shmuel,Spataro,1964-02-25,2001-04-25,9999-01-01,Senior Engineer
13656,Oldrich,Ferretti,1964-08-19,1995-07-17,9999-01-01,Senior Staff
13658,Adamantios,Goodrum,1963-06-11,1998-07-06,9999-01-01,Engineer
13669,Hidde,Peng,1964-11-19,1998-11-05,9999-01-01,Assistant Engineer
13681,Kokou,Toyoshima,1963-08-07,1998-05-29,9999-01-01,Assistant Engineer
13686,Parke,Sadowsky,1964-04-18,1990-09-16,9999-01-01,Senior Staff
13694,Pragnesh,Bodoff,1963-12-30,1998-11-07,9999-01-01,Engineer
13707,Parviz,Krzyzanowski,1963-04-28,1993-12-17,9999-01-01,Engineer
13712,Olivera,Docker,1963-04-08,1987-12-06,9999-01-01,Senior Staff
13715,Licheng,Range,1963-10-11,1993-10-09,9999-01-01,Staff
13716,Tamiya,Peternell,1963-04-24,1995-12-20,9999-01-01,Senior Engineer
13718,Lein,Gronowski,1963-03-15,1986-11-22,9999-01-01,Staff
13720,Rildo,Braccini,1964-07-13,1989-03-01,9999-01-01,Staff
13728,Insup,Swab,1964-05-23,1986-01-03,9999-01-01,Senior Engineer
13729,Shahab,Farrel,1964-07-30,1988-10-12,9999-01-01,Senior Engineer
13746,Uwe,Serra,1963-10-24,1998-01-03,9999-01-01,Assistant Engineer
13750,Giao,Fendler,1963-05-25,1995-08-22,9999-01-01,Senior Engineer
13751,Sasan,Litzkow,1963-02-10,1997-01-13,9999-01-01,Staff
13757,Soenke,Demir,1963-07-13,1986-02-22,9999-01-01,Senior Engineer
13765,Raimond,Mitzlaff,1964-07-27,1990-07-18,9999-01-01,Senior Staff
13767,Sasan,Plessier,1963-04-06,1994-08-10,9999-01-01,Assistant Engineer
13789,Ramalingam,Ranst,1963-08-12,1989-04-17,9999-01-01,Engineer
13791,Alair,Middleton,1963-11-14,1994-12-12,9999-01-01,Senior Engineer
13793,Mokhtar,Rosar,1964-09-26,1990-03-04,9999-01-01,Engineer
13802,Saniya,Benzmuller,1964-01-08,1998-11-18,9999-01-01,Staff
13806,Abdelwaheb,Nitsch,1964-02-09,1990-02-05,9999-01-01,Engineer
13808,Becky,Stentiford,1963-03-17,1986-03-08,9999-01-01,Senior Staff
13816,Miquel,Maksimenko,1964-03-09,1992-09-17,9999-01-01,Senior Engineer
13820,Zhensheng,Marchesini,1963-11-09,1990-08-07,9999-01-01,Senior Staff
13823,Ebru,Montemayor,1964-07-07,1993-07-06,9999-01-01,Technique Leader
13844,Jianhua,Vural,1964-05-24,1995-06-28,9999-01-01,Staff
13845,Alejandro,Ritcey,1963-02-04,1997-01-12,9999-01-01,Staff
13850,Hyuckchul,Kroft,1963-12-20,2001-06-04,9999-01-01,Technique Leader
13851,Anyuan,Gurbaxani,1963-12-22,1995-02-17,9999-01-01,Engineer
13860,Wojceich,Papastamatiou,1964-09-18,1988-07-27,9999-01-01,Senior Staff
13866,Macha,Fargier,1964-02-28,1999-12-25,9999-01-01,Staff
13872,Breannda,Gilg,1963-03-03,1995-10-16,9999-01-01,Engineer
13876,Fatemeh,Swan,1964-09-05,1995-05-03,9999-01-01,Senior Staff
13878,Shigeaki,Eiron,1964-03-19,1990-09-11,9999-01-01,Senior Staff
13879,Valery,Ambroszkiewicz,1964-11-16,1989-10-05,9999-01-01,Engineer
13880,Bedrich,Mandell,1963-08-25,1999-12-20,9999-01-01,Senior Staff
13887,Abdulla,Heydon,1963-09-27,1990-06-17,9999-01-01,Technique Leader
13890,Marin,Antonisse,1963-05-01,1985-11-30,9999-01-01,Senior Staff
13892,Ramzi,Nastansky,1963-06-22,1994-11-21,9999-01-01,Assistant Engineer
13900,Zita,Waterhouse,1963-12-24,1999-08-14,9999-01-01,Engineer
13908,Nechama,Koprowski,1964-12-21,1987-11-26,9999-01-01,Senior Engineer
13912,Niclas,Blokdijk,1963-02-20,1988-12-07,9999-01-01,Assistant Engineer
13929,Kensyu,Reinhart,1963-08-23,1999-08-20,9999-01-01,Senior Engineer
13939,Reinhold,Cherinka,1963-07-25,1992-10-30,9999-01-01,Senior Staff
13956,Arvind,Kusakabe,1964-02-04,1996-06-16,9999-01-01,Engineer
13961,Munir,Hempstead,1964-06-22,1988-10-01,9999-01-01,Senior Engineer
13967,Ymte,Pettis,1963-05-03,1990-02-18,9999-01-01,Senior Engineer
13968,Selwyn,Unni,1964-09-09,1993-09-07,9999-01-01,Technique Leader
13971,Felicidad,Janetzko,1963-01-14,1995-07-15,9999-01-01,Senior Engineer
13980,Mohammad,Baalen,1963-04-26,1994-07-09,9999-01-01,Senior Staff
13995,Premsyl,Delgrossi,1963-07-18,1989-12-02,9999-01-01,Senior Engineer
14000,Falguni,Engberts,1963-05-05,1993-08-20,9999-01-01,Staff
14010,Sushant,Preusig,1963-12-21,1990-03-08,9999-01-01,Senior Staff
14025,Stevo,Takanami,1964-08-03,2001-08-07,9999-01-01,Staff
14026,Luerbio,Fontan,1963-03-29,1989-04-03,9999-01-01,Engineer
14029,Doohun,Luders,1963-10-20,1997-11-11,9999-01-01,Senior Staff
14043,Manohar,Dulin,1964-06-25,1993-01-21,9999-01-01,Technique Leader
14044,Muneo,Peltason,1963-05-09,1988-04-04,9999-01-01,Senior Engineer
14046,Elzbieta,Perin,1963-02-17,1996-09-11,9999-01-01,Staff
14050,Duangkaew,Botman,1963-11-05,1995-10-30,9999-01-01,Staff
14053,Kazuhiro,Haraldson,1964-01-10,1996-05-13,9999-01-01,Senior Staff
14056,Moto,Ferriere,1963-07-19,1993-06-21,9999-01-01,Senior Engineer
14060,Maris,Coorg,1963-09-12,1992-09-07,9999-01-01,Senior Engineer
14062,Khalid,Luon,1964-12-16,2000-11-13,9999-01-01,Engineer
14075,Denny,Tchuente,1965-01-03,1991-05-30,9999-01-01,Assistant Engineer
14081,Alain,Fontet,1964-05-04,1998-09-04,9999-01-01,Senior Staff
14082,Siddarth,Krychniak,1963-08-06,1990-04-27,9999-01-01,Senior Staff
14095,Tonia,Underwood,1964-08-04,1988-12-03,9999-01-01,Senior Staff
14097,Khalil,Gniady,1963-03-18,1999-04-23,9999-01-01,Staff
14104,Sudhanshu,Demian,1965-01-03,1994-07-23,9999-01-01,Staff
14115,Francesca,Mayerwieser,1963-07-31,1987-10-28,9999-01-01,Staff
14120,Horward,Rabejac,1963-06-18,1985-08-11,9999-01-01,Engineer
14127,Magdalena,Cannard,1965-01-10,1994-04-22,9999-01-01,Senior Engineer
14133,Gou,Demri,1963-05-26,1999-10-03,9999-01-01,Engineer
14138,Zhigen,Peternell,1963-10-19,1987-09-17,9999-01-01,Engineer
14155,Krister,Ghelli,1963-10-26,1998-01-13,9999-01-01,Staff
14158,Caolyn,Setiz,1965-01-22,1990-02-06,9999-01-01,Staff
14177,Gino,Stille,1964-08-01,1996-03-16,9999-01-01,Senior Staff
14180,Arumugam,Bernatsky,1963-12-05,1993-03-15,9999-01-01,Assistant Engineer
14185,Garnik,Swiler,1964-11-06,1988-08-01,9999-01-01,Senior Staff
14189,Nahla,Tsukuda,1964-08-07,1997-09-05,9999-01-01,Staff
14190,Leon,Tomescu,1964-07-23,1989-03-13,9999-01-01,Senior Engineer
14193,Lucien,Kornyak,1964-02-23,1997-03-26,9999-01-01,Assistant Engineer
14194,Vidya,Schiettecatte,1964-03-06,1998-12-27,9999-01-01,Assistant Engineer
14201,Chirstian,Carrere,1964-07-03,1995-07-01,9999-01-01,Senior Engineer
14222,Shaleah,Luders,1963-03-10,1988-05-24,9999-01-01,Senior Staff
14231,Serenella,Madeira,1964-09-15,1999-03-12,9999-01-01,Engineer
14239,Martijn,Wallrath,1964-09-24,1989-10-16,9999-01-01,Staff
14255,Shigeo,Tramer,1964-05-07,1994-02-28,9999-01-01,Senior Staff
14261,Bokyung,Byoun,1963-06-29,1993-09-25,9999-01-01,Engineer
14266,Bedir,Perry,1963-02-08,1997-10-27,9999-01-01,Technique Leader
14271,Rosita,Bernatsky,1964-05-17,1989-02-17,9999-01-01,Senior Staff
14278,Kazuhiro,Schapiro,1964-10-25,1991-11-29,9999-01-01,Senior Staff
14283,Rimli,Kowalchuk,1963-04-22,1996-11-26,9999-01-01,Staff
14284,Aleksander,Thiria,1963-07-20,1989-05-09,9999-01-01,Engineer
14286,Chenxi,Rodite,1964-10-20,1999-04-02,9999-01-01,Engineer
14297,Honglan,Yeung,1963-08-22,2000-08-30,9999-01-01,Engineer
14303,Weicheng,Deverell,1963-07-13,1989-03-18,9999-01-01,Engineer
14305,Duri,Bazelow,1963-06-25,1994-06-15,9999-01-01,Senior Engineer
14312,Demin,Grabner,1963-07-08,1989-03-18,9999-01-01,Senior Engineer
14313,Armond,Muntz,1963-11-17,2000-01-17,9999-01-01,Staff
14334,Pradeep,Waleschkowski,1964-12-15,1988-07-06,9999-01-01,Senior Engineer
14338,Behnaam,Pelz,1963-09-23,1985-11-29,9999-01-01,Senior Engineer
14343,Pranav,Rotem,1964-04-22,1994-06-29,9999-01-01,Staff
14352,Sudhanshu,Braccini,1964-07-03,1996-10-06,9999-01-01,Senior Engineer
14356,Remko,Zeidenstein,1964-04-15,1985-06-04,9999-01-01,Senior Engineer
14361,Mizuhito,Pocchiola,1963-03-24,1998-05-01,9999-01-01,Engineer
14362,Michaela,Kleiser,1963-10-28,1986-09-30,9999-01-01,Senior Staff
14375,Tokuyasu,Eickenmeyer,1963-12-18,1994-03-19,9999-01-01,Senior Staff
14381,Danco,Weedon,1964-06-11,1998-06-21,9999-01-01,Staff
14391,Haldon,Pesch,1963-01-08,1988-08-18,9999-01-01,Staff
14396,Charmane,Gubsky,1964-12-17,1989-10-26,9999-01-01,Staff
14401,Shigeichiro,Antonakopoulos,1963-02-09,1995-07-16,9999-01-01,Technique Leader
14402,Mooi,Peac,1963-10-02,1988-11-03,9999-01-01,Technique Leader
14403,Stella,Christ,1963-01-09,1992-07-01,9999-01-01,Staff
14409,Uta,Pettis,1963-05-08,1988-12-27,9999-01-01,Senior Staff
14423,Isaac,Hasham,1963-10-25,1989-10-26,9999-01-01,Engineer
14429,Marek,Koblick,1963-10-08,1992-03-07,9999-01-01,Staff
14438,Tokuyasu,Gladwell,1963-10-17,1996-08-07,9999-01-01,Engineer
14449,Isaac,Muntz,1963-09-21,1988-08-11,9999-01-01,Senior Engineer
14451,Hirochika,Tagansky,1964-05-20,1995-07-19,9999-01-01,Senior Engineer
14459,Aruna,Boreale,1964-09-21,1997-06-04,9999-01-01,Technique Leader
14462,Marl,Pietrzykowski,1963-02-02,1995-04-28,9999-01-01,Senior Staff
14467,Lena,Broder,1963-02-14,1995-02-11,9999-01-01,Senior Engineer
14468,Unal,Ertl,1964-12-03,1992-09-02,9999-01-01,Senior Staff
14476,Sastry,Marrevee,1965-01-19,1999-09-25,9999-01-01,Engineer
14477,Frederique,Coors,1964-07-21,1994-09-30,9999-01-01,Staff
14479,Thodoros,Suessmith,1964-08-22,1991-11-27,9999-01-01,Staff
14487,Jungsoon,Molenkamp,1963-08-20,1987-02-09,9999-01-01,Senior Staff
14499,Vasilis,Bernardinello,1963-09-01,1992-02-12,9999-01-01,Senior Engineer
14503,Bernd,Beerel,1964-06-04,1989-09-07,9999-01-01,Senior Engineer
14504,Lidong,Sidje,1964-02-27,1998-01-12,9999-01-01,Senior Staff
14506,Marsal,Silva,1963-11-28,1998-02-15,9999-01-01,Engineer
14517,Kwangho,Hatcliff,1964-02-28,1997-04-07,9999-01-01,Senior Engineer
14519,Xiong,Usery,1964-10-23,1996-09-14,9999-01-01,Staff
14523,Leif,Busillo,1964-06-13,1994-07-21,9999-01-01,Senior Staff
14531,Armond,Ruther,1963-04-21,1985-06-02,9999-01-01,Senior Engineer
14541,Suebskul,Terwilliger,1964-12-26,1996-04-25,9999-01-01,Senior Staff
14547,Hongzhu,Stifter,1963-11-11,1993-12-16,9999-01-01,Senior Staff
14570,Chinho,Bala,1963-07-26,1994-11-17,9999-01-01,Senior Staff
14584,Oldrich,Undy,1964-06-11,1999-01-18,9999-01-01,Engineer
14592,Paddy,Keohane,1964-03-31,1993-10-26,9999-01-01,Engineer
14598,Brigham,Dusink,1964-04-21,1991-07-14,9999-01-01,Engineer
14605,Kellyn,Cools,1963-08-29,1999-01-12,9999-01-01,Senior Engineer
14617,Tse,Parfitt,1963-10-22,1989-01-23,9999-01-01,Senior Engineer
14618,Cedric,Brlek,1964-09-04,1989-12-26,9999-01-01,Senior Staff
14631,Theirry,Pulkowski,1963-01-18,1994-06-10,9999-01-01,Engineer
14651,Bedrich,Hopewell,1963-02-11,1992-02-08,9999-01-01,Staff
14653,Franziska,Macedo,1963-05-14,1992-05-31,9999-01-01,Senior Engineer
14658,Mohd,Morton,1963-01-19,1999-09-18,9999-01-01,Staff
14663,Xiaoqiang,Schueller,1963-04-26,1997-01-08,9999-01-01,Technique Leader
14671,Elliott,Perri,1964-02-23,1987-08-05,9999-01-01,Senior Engineer
14672,Parto,Pietracaprina,1964-07-01,1995-05-21,9999-01-01,Senior Staff
14694,Nigel,Suessmith,1964-04-23,1993-06-27,9999-01-01,Engineer
14696,Shuky,Binkley,1963-08-17,1997-05-01,9999-01-01,Assistant Engineer
14698,Kirk,Kambil,1964-03-13,1992-07-02,9999-01-01,Senior Staff
14699,Rosalyn,Grabner,1963-11-29,1990-02-16,9999-01-01,Senior Staff
14701,Kwee,Nittel,1963-08-22,2001-11-13,9999-01-01,Senior Engineer
14702,Shrikanth,Keustermans,1964-12-18,1998-05-04,9999-01-01,Engineer
14709,Gennady,Gente,1963-11-16,1987-06-25,9999-01-01,Engineer
14711,Bangqing,McDermid,1963-11-08,1998-03-05,9999-01-01,Senior Staff
14729,Zissis,Pusterhofer,1963-11-09,1998-10-27,9999-01-01,Engineer
14731,Hyuckchul,Roccetti,1964-02-27,1997-10-05,9999-01-01,Staff
14736,Martial,Bala,1963-01-19,1996-12-15,9999-01-01,Senior Staff
14739,Ute,Piancastelli,1963-03-31,1994-01-29,9999-01-01,Engineer
14747,Toong,Leppanen,1963-04-26,1998-05-27,9999-01-01,Staff
14754,Leon,Garnham,1964-05-27,1998-05-20,9999-01-01,Engineer
14757,Kerhong,Eiter,1964-01-26,1992-06-22,9999-01-01,Staff
14769,Paraskevi,Demeyer,1964-01-28,1996-08-15,9999-01-01,Senior Engineer
14779,Xianlong,Benaini,1964-01-12,1992-05-02,9999-01-01,Senior Engineer
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14792,Aiichiro,Michaeli,1964-11-23,1996-04-13,9999-01-01,Technique Leader
14795,Dung,Merkl,1964-06-07,1995-11-25,9999-01-01,Technique Leader
14799,Mrinalini,Ponthieu,1963-04-03,1998-06-08,9999-01-01,Technique Leader
14800,Mabry,Camurati,1964-08-29,1992-09-14,9999-01-01,Engineer
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Senior Staff
14835,Kamakshi,Emmart,1963-05-24,1996-09-08,9999-01-01,Technique Leader
14847,Matk,Perng,1964-08-16,1995-09-07,9999-01-01,Senior Staff
14849,Aluzio,Ashish,1963-04-03,1986-04-16,9999-01-01,Staff
14850,Shigehiro,Tchuente,1963-11-28,2000-01-08,9999-01-01,Staff
14870,Weicheng,Stranks,1964-11-21,1992-12-26,9999-01-01,Senior Engineer
14891,Lalit,Smeets,1963-08-11,1988-06-27,9999-01-01,Staff
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Senior Engineer
14894,Achilleas,Picaronny,1963-06-30,1994-02-17,9999-01-01,Senior Staff
14907,Nakhoon,Luga,1965-01-14,1986-12-18,9999-01-01,Staff
14917,Munir,Hofman,1964-02-23,1994-09-08,9999-01-01,Senior Staff
14919,Sajjad,Azumi,1963-02-09,1992-02-16,9999-01-01,Engineer
14929,Mads,Hanratty,1963-08-19,1988-09-17,9999-01-01,Staff
14931,Heeju,Luef,1964-11-15,1997-05-23,9999-01-01,Senior Engineer
14932,JiYoung,Meszaros,1963-03-17,1987-07-24,9999-01-01,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Staff
14944,Jixiang,Douceur,1964-01-30,1991-09-27,9999-01-01,Staff
14951,Temple,Goodrum,1964-12-30,1991-12-24,9999-01-01,Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14974,Joydip,Adachi,1964-05-21,1990-02-12,9999-01-01,Engineer
14984,Sangeeta,Parhami,1963-02-17,1986-11-20,9999-01-01,Assistant Engineer
14998,Subir,Brandsma,1963-06-09,1997-10-17,9999-01-01,Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,Senior Engineer
15006,Miquel,Cools,1963-01-29,1998-06-04,9999-01-01,Staff
15017,Xiaobin,Thorelli,1963-03-22,1987-07-31,9999-01-01,Senior Engineer
15022,Krisda,Mitchem,1964-08-26,1996-09-27,9999-01-01,Senior Engineer
15026,Geoffrey,Manderick,1963-12-12,1985-03-24,9999-01-01,Senior Engineer
15046,Marin,Prochazka,1963-09-22,1987-03-07,9999-01-01,Senior Staff
15050,Nikolaos,Kruskal,1965-01-18,1990-12-17,9999-01-01,Senior Engineer
15053,Shigeu,Raczkowsky,1964-12-25,1996-11-28,9999-01-01,Staff
15058,Bouchung,Bugrara,1965-01-30,1990-06-18,9999-01-01,Staff
15061,Kwangyoen,Hofmeyr,1963-05-07,1988-06-27,9999-01-01,Engineer
15074,Arnd,Erie,1963-06-03,1989-09-26,9999-01-01,Senior Engineer
15088,Irene,Skrikant,1963-05-26,1990-07-14,9999-01-01,Engineer
15103,Eran,Rosiles,1964-04-05,1999-03-19,9999-01-01,Engineer
15106,Rutger,Gornas,1964-07-01,1996-11-01,9999-01-01,Engineer
15115,Yucel,Stroustrup,1963-01-28,1990-01-17,9999-01-01,Technique Leader
15125,Heather,Brodal,1964-09-13,1995-11-20,9999-01-01,Senior Staff
15149,Erzsebet,Chandrasekhar,1964-02-11,1999-03-08,9999-01-01,Senior Engineer
15164,Kiyomitsu,Ghalwash,1963-06-18,1995-12-02,9999-01-01,Engineer
15171,Brigham,Acton,1963-02-05,1996-03-05,9999-01-01,Senior Staff
15173,KayLiang,Naumovich,1964-11-16,1993-01-03,9999-01-01,Engineer
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,Senior Engineer
15191,Kazuhiro,Seuren,1964-02-12,1989-01-08,9999-01-01,Technique Leader
15203,Adly,Fontet,1963-12-10,1992-12-25,9999-01-01,Senior Staff
15235,Zhongwei,Luff,1964-05-16,1990-10-16,9999-01-01,Staff
15244,Gina,Bail,1963-10-11,1985-08-22,9999-01-01,Senior Engineer
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,Staff
15261,Katsuyuki,Lenart,1963-09-11,1995-10-16,9999-01-01,Staff
15289,Flemming,Lagarias,1964-02-02,1994-08-17,9999-01-01,Engineer
15290,Sadegh,Marzano,1963-03-16,1998-08-27,9999-01-01,Engineer
15291,Giao,Teitelbaum,1963-06-29,1988-07-05,9999-01-01,Engineer
15293,Pantung,Puppo,1964-04-29,2000-08-09,9999-01-01,Technique Leader
15302,Kwan,Ozery,1963-01-12,1999-12-11,9999-01-01,Staff
15306,Gurbir,Katzenelson,1964-09-26,1999-03-08,9999-01-01,Staff
15309,Zijian,Kambil,1964-06-30,1999-10-04,9999-01-01,Staff
15315,Jayesh,Francisci,1964-09-09,1996-01-14,9999-01-01,Staff
15322,Munehiko,Sidou,1963-12-27,1985-02-04,9999-01-01,Engineer
